005755,I Hear Jigsaw Loves Self-Destructive Gym Bunnies,1149825632,"Young woman: I really want a boyfriend who is mean, who can say that, ""I'm gonna kill him"" and then looks down at his hand, and that laughs.<br />
Older woman nods.<br />
Young woman: You know, like those villians in movies with that grin, not the crazy ones who laugh but the ones who grin.",NYU gym locker room,
005754,Ten If He's Been Drinking,1149818432,"Girl: He only stuck it in, so it doesn't count.<br />
Boy: Stuck it in? Like what's that mean?<br />
Girl: I dunno, like three thrusts, tops.<br />
Boy: Yeah, you're a virgin still. It has to be at least five thrusts to count.","74th St & Ditmars, Jackson Heights",
005748,"He Should Go Back to ""Dude""",1149811232,"White guy: Nigga, please.<br />
White girl: That's not okay. Don't say that.<br />
White guy: Nigga, thank you?",L train,Alison F
005749,Time for a New Wingwoman,1149775232,"Lady on train: What are you watching?<br />
Overexcited man with portable DVD: <em>The Da Vinci Code</em>.<br />
Lady: Oh! Cool! Is it good?<br />
Overexcited man: It's EXCELLENT!<br />
Lady: Oh -- I heard from people that the book was better.<br />
Lady's friend: That's bullsht. She doesn't read.","Penn Station, LIRR",Jordo VB
005572,"Wednesday One-liners, Minority Report",1149753632,"Girl on cell: Ya know, it's the smart people not having kids, or maybe having one or two.  Its the uneducated that are reproducing more uneducated people. You know that 64% of kids born today are minority. We should build that fence bewteen us and Mexico.","Ray Bari, 56th & 3rd",
005572,"Wednesday One-liners, Minority Report",1149753632,"Very busy person: In class I start saying ""African American"" and then I'm like, fck it, and I say ""black black black..."" I don't have time to be saying ""African American.""",27th & 10th,
005757,His Pirate Fetish Revealed (He Plays the Parrot),1149804032,"Guy: She's like so angry at the world.<br />
Girl: I know right. It's not my fault that she has a lazy eye. I am like seriously considering getting her an eye patch.<br />
Guy: Dude. That would be awesome.",Yankee Stadium,
005758,"It's A World Of Laughter, A World Of Tears",1149789632,"Thirtysomething woman: You used to go to Disney World too? I LOVED that place.<br />
Thirtysomething man: Yeah...What was the name of the part with the big carousel? You know, something Square...it was like the center of the park.<br />
Thirtysomething woman: I don't know...<br />
Thirtysomething man: Tiananmen Square? Was that it?<br />
Thirtysomething woman: Yeah! That sounds familiar..<br />",R train,
005753,Scalpel...Corkscrew...,1149796832,"Teen girl #1: Ew, foreskin, like why? Get circumcised. Clean it up.<br />
Teen girl #2: Seriously. Right. Oh god I'd never go down on a guy with foreskin, not even the guy I'm marrying.<br />
Teen girl #1: I'd be like, take care of it and then talk to me.<br />
Teen girl #2: Seriously.","47th St & 21st Ave, Astoria",Thankfully Circumcised
005751,Terrorists Use Google Maps,1149782432,"Girl #1: Will you stop staring up at the buildings?  You look like a terrorist.<br />
Girl #2: Uh...<br />
Girl #1: Tourist.  I mean tourist.",53rd & 6th,
005750,She Wears Anti-Gravity Espadrilles,1149768032,"Suit on cell: Well you should be careful, remember what happened last time... Well you have to remember, she can eat whatever she wants and not gain weight, you gain weight... Whaaaaat? You think you weigh less than 130? Okaaaaaay.",23rd & 6th,
005747,Forget Signaling -- Put on Your Hazards,1149760832,"Tourist girl [standing in middle of busy sidewalk]: Oh, excuse me! [spins around] Oh! [turns around] Omigod! Like, I just ran into like four people and I'm not even walking!<br />
City guy: Try walking.<br />
Tourist girl: What?<br />
City guy [reluctantly drawn in]: Look, in New York most people aboveground get where they're going by walking. The sidewalks are the main roads in the city.<br />
Tourist girl: [blank stare]<br />
City guy [getting frustrated]: If you were driving on a busy road, you wouldn't just stop or take random turns in traffic without checking your mirrors or signaling, right?<br />
Tourist girl: How do I signal?",43rd & Broadway,
005560,Wednesday One-liners Stock Up on Nair,1149746432,"Man with facial hair: You can only really pull off a Fu Man Chu if you're a cop, a gay porn star, or a pirate.","Virgin Records, Times Square",
005560,Wednesday One-liners Stock Up on Nair,1149746432,Guy to his girlfriend: You are one hairy bastard,78th & 1st,
005746,Less Than Truthful Wednesday One-liners,1149739232,"Conductor: Ladies and gentlemen, we apologize for the delay. I promise it will never. happen. again.",uptown C train,
005746,Less Than Truthful Wednesday One-liners,1149739232,"Man screaming on cell : Nah, I didn't lie to you about nuthin'. [Pause] Even if I did lie, I sho' wouldn't tell you about it!",43rd & 6th,C Mike<br />
005745,Hardworking Wednesday One-liners,1149732032,"Girl: The thing is, he's too lazy to be a drug dealer.",Bleecker & Mott,
005745,Hardworking Wednesday One-liners,1149732032,"Guy leaving: See you tomorrow, I'm off to do some shoplifting!","Smith & Union, Red Hook",
005744,"Wednesday One-liners, Fashion Dos and Don'ts",1149724832,Girl: I didn't know my brother was going to be at the party!  And he was in a sarong!,Park Ave S & E 25th,
005744,"Wednesday One-liners, Fashion Dos and Don'ts",1149724832,"Guy on cell: No, no. You can wear hats on the internet.","Smith &  Wyckoff, Cobble Hill",
005654,Completely Insulting Wednesday One-liners,1149717632,"Girl yelling across the street: Yo, she got more hair on her pussy than your bitch got on her head!","St. John's, Crown Heights",
005654,Completely Insulting Wednesday One-liners,1149717632,Woman on cell.  One hundred dollars?  You must have me confused with 1-800-Crack Whore.,W 57th,
005743,"Wednesday One-liners, American Idols",1149710432,"Tourist:  Oh my god!  That's Maggie Gyllenhaal.  She's like, <em>actually walking </em>down the street!",Magnolia Bakery,Jessica Blackshear
005743,"Wednesday One-liners, American Idols",1149710432,JAP: Do not mention that freaking African queen and her recycled husband!,"The Prime Grill, 49th Street",
005743,"Wednesday One-liners, American Idols",1149710432,Twentysomething woman on cell: I'm gonna be late because I had to walk Drew Barrymore's dog.,"in front of American Apparel, 7th Ave",
005742,"Wednesday One-liners, Fun Activities for Kids",1149703232,Yuppie mom: Do you think my baby is old enough to do yoga?,"Union & Henry, Red Hook",
005742,"Wednesday One-liners, Fun Activities for Kids",1149703232,"Pregnant woman on cell: Mom, I gotta go. I can't find Jason and I need to take him home before he plays Hide and Go Soil Yourself behind the stuffer machine.","Build-A-Bear, 5th & 46th",Anna Lindgren<br />
005147,The Natural Wonder of Wednesday One-liners,1149696032,Chick: There are so many homeless people around today. Like they've come out of hibernation or something.,Penn Station,isabelle
005147,The Natural Wonder of Wednesday One-liners,1149696032,Chick: I hate this museum.  It's filled with stuffed monkeys who all  look like they're crying.,"D train at 81st St, Natural History Museum",
005650,Wednesday One-liners Have No Manners,1149688832,Mean old New York lady: The hostesses in this place are so rude!,67th & CPW,a hostess standing next to her
005650,Wednesday One-liners Have No Manners,1149688832,"College kid on cell: He used my razor to shave his balls....I didn't know what to do, I just stood there.",85th & 2nd,Omar
005741,Wednesday One-liners Deserve Each Other,1149681632,Prissy girl on cell phone: Do you think I should call him? I don't think he'd talk to me after all of the sht I've pulled.,79th between 2nd & 3rd,Phipmode
005741,Wednesday One-liners Deserve Each Other,1149681632,"Guy on cell:  I'm sorry, baby.  I'm sorry.  I'm usually so fcked up I don't know what's going on, to be honest.",NJ Transit bus pulling into Port Authority,
005567,Wednesday One-Liners Are Being Watched,1149674432,Suit to other suit: They drive it through the city in milk trucks so that no one will know.,6th between 55th & 56th,Ann M. Hetzel
005567,Wednesday One-Liners Are Being Watched,1149674432,"Queer on cell: Sunday? Well, I hate to say this out loud on a cell phone where the authorities can hear, but. . . that's Tonys night.","Broadway & 33rd, Astoria",lily carver
005567,Wednesday One-Liners Are Being Watched,1149674432,Guy: I went to high school with you. I was a senior when you were a freshman. I used to look at your pantylines in gym class.,"Kevin St. James, 46th & 8th",
005739,Sure He's Happy -- He Slept with Two Girls This Week,1149667232,"Happy guy looks at two happy girls: Aah, look how happy they are! That is how it's supposed to be around here.<br />
Unhappy guy looks at two happy girls: They look too happy, considering they've probably contracted multiple STD's just this week.<br />
Happy guy: So you're not happy today?",Union Square,
005738,"Fortunately, They Have Charisma-Proof Glass",1149660032,"Man:  Is this where I can get a date? 'Cuz I want mine Priority!<br />
Woman at counter:  Um....<br />
Man:  That's okay. I'll take door number two!","Atlantic Ave. Post Office, Boerum Hill",
005733,Self-Loathing Tourists Are the Worst Kind,1149624032,"Tourist chick: Know what would be awesome?  If we could manage to <em>not</em> sound like asshles for like 10 minutes.<br />
Tourist guy: We're from Ohio.",PATH train,
005724,Finishing Together Should Be Easy by Now,1149573632,"Very old lady to husband: You asshle!  YOU ASSHLE!  I hate you.<br />
Old husband:  Wha?<br />
Old lady: You didn't wait for me, you fcking asshle.","Clearview Cinemas, 62nd & 1st",
005723,These Kids And Their Crazy Slang,1149566432,"Little punk rock guy to tall hipster guy, sarcastically: Nice beard.<br />
Tall hipster guy: Yeah, you want me to smash your face!<br />
Little punk rock guy: Sht nigga, now I wish I had a beard to absorb that sht.","Union Pool Bar, Williamsburg",lil pirate
005737,Monotonous and Covered in Other People's Sweat?,1149652832,"Middle-aged woman exiting subway: Man, these are a lotta steps.<br />
Young white woman: Yeah, living in New York is like living on a Stairmaster.<br />
Middle-aged black woman: Amen, sister.",Broadway & Fulton,
005736,Steal This Irony,1149645632,"Puerto Rican teenager hanging with his homies: Yo GIMME YOUR BIKE!<br />
Hipster riding by on his BMX: Gimme your haircut! I like your crispy hairlines!",Grand & Havemayer,lil pirate
005735,It's Important to Have Principles,1149638432,"Girl #1: Was he attractive at least?<br />
Girl #2: I wouldn't sleep with people who aren't attractive.<br />
Girl #1: Well, I've slept with people who weren't attractive.<br />
Girl #2: Yeah, me too.","Dunkin' Donuts, 140th & Broadway",djlindee
005734,Your Sex Life Is Your Own Business,1149631232,"Little girl #1: Mom, can we have this?<br />
Mother: Not now... Five minutes of silence.<br />
Little girl #2: I want one of those bags!<br />
Mother: Ok...Five minutes of silence or I start swingin'!","Kings Discount Clothing Store, 18th Ave & 64th St, Bensonhurst",
005731,Velour Trip,1149616832,"Guy on drugs: What are you on?<br />
Girl on drugs: Um, a couch?<br />
Guy on drugs: No, what are you on?<br />
Girl on drugs: A couch!<br />
Guy on drugs: What drugs did you take?<br />
Girl on drugs: Acid?","Roxy, W 18th",
005730,Taking Anti-Authoritarian a Step Too Far,1149609632,"Skater kid #1: I don't like this whole ""valet"" thing, man.<br />
Skater kid #2: You don't trust them?<br />
Skater kid #1: I DON'T TRUST ANYONE!",8th St & 6th Ave,
005729,What Happens Between Starbucks Runs #22 and #23,1149602432,"Girl: I'm going to bed when I get home.<br />
Mom: OK, if I get up before you and I want to do something fun, then should I wake you up?<br />
Girl: It depends on what ""fun"" is. If it's one of your ninety-seven Starbucks runs, then no. If it's chasing the dog around the house going ""Eeeeee!"" then, yeah, sure.",B train,
005728,He'd Better Get Free Pretzels,1149595232,"Airport security: Sir, we've been informed that you are carrying a firearm aboard this plane.<br />
Suit: WHAT?!<br />
Flight attendant: I overheard him say he was going to disassemble his firearm!<br />
Suit: FLY ROD! Disassemble my FLY ROD! <br />
Flight attendant: Oh. Whoops.","Jet Blue plane, JFK",
005727,Still Not Coed,1149588032,"Guy at register: So, where do you go to college?<br />
Girl checking out with mom: Erm, Wellesley.<br />
Guy at register: Oh no way! I went to Wellesley! How is it these days?",Columbia University,
005714,A Bit Defensive About His Sexuality,1149501632,"Cotton-candy vendor: Cotton candy! Get your cotton candy! <br />
Belligerent Mets fan: Get that pink sht away from me!","Upper deck, Shea Stadium",
005725,Except He Couldn't Get His Blowdryer Past the Metal Detector,1149580832,"Guy #1 to guy #2: Those sunglasses look really good on you.  They go nicely with your complexion.<br />
Guy #3: That was an amazingly Fab Five moment.",Bronx Science,
005722,From Next Season's Medium,1149559232,"Conductor: For local service, switch to the D Train. Yes, for local service, take the D. I know many of you don't believe me, but I know you know in your hearts that I am right. And if you glance to your right, you'll see there is a D train on the next platform. Excellent.",B train,
005720,He's Been Mixing the Adderall and the Ambien Again,1149552032,"Frat boy #1: Dude, you have, like, pills all over your counter. You have, like, a pharmacy on your counter, Dude. Why?<br />
Frat boy #2: I don't know. Wait, I don't have pills all over my counter.<br />
Frat boy #1: Yes, you do, Dude.<br />
Frat boy #2: Oh, those...",113th and Amsterdam,lotuseater<br />
005719,He Was Using the Jeff Stryker,1149544832,"Queer clerk: Am I sort of red here? [points at forehead] <br />
Chick clerk: Um, no. Well, actually, kinda.<br />
Queer clerk: Yeah, I knew that when his thing hit me there last night, it was going to leave a mark.","The Pleasure Chest, 7th Ave S",office peon does nyc
005721,Is There Anything She Doesn't Know?,1149537632,"Eva Amurri to hipster companion: My father was telling me the dangers of aspartame -- you know the stuff in Diet Coke?  It's like a sugar.  It was once registered as a chemical weapon.<br />
Hipster companion: Yeah?<br />
Eva Amurri: If there is any way to become a superhero, it has to be by drinking Diet Coke.<br />
[later]<br />
Eva Amurri to hipster companion: I can't remember how it ends... If he dies in a war or if Gatsby gets in a car crash, but he loves Daisy.<br />
[later still]<br />
Eva Amurri: Pasties are Band-Aids that only cover your nipples.",Acela train leaving Penn Station,"could you maybe namedrop your mom less, Miss Top-Volume-At-All-Times?"
005717,He's Just Not That Into You,1149530432,Beer vendor: $3.,"Penn Station, LIRR",LC<br /><span>Headline by: Anna-Liza<br /></span>
005718,Effects Are Amazing These Days,1149523232,"Nebraska girl #1: It feels like it's raining.<br />
Nebraska girl #2: I think it's coming from the set.<br />
Pause<br />
Nebraska girl #3: Where's it coming from?...Oh,  it's actually raining.","John St., near filming of Spiderman 3",Fishy
005726,"Bad Copies of Coach, Prada, Supernanny",1149516032,"Guy selling belts: Getcha belts here! Five dollahs! Belts! Only FIVE DOLLAHS!<br />
Touristy man passes by with 10-year-old son.<br />
Guy selling belts: Getcha belts to hitcha kids with! Talking to them don't work!",W 65th St,
005711,Strange How You Never See Them Together,1149508832,"Little boy #1: I'm telling you, Elvis lives, man.<br />
Little boy #2: Where's my mom?",187th & Ft. Washington,yum<br />
005716,It Does Get Messy If You Do It on the Train,1149494432,"Do-gooder: Excuse me, you're not allowed to smoke in here.<br />
Stoner lady: My bad, you want some?<br />
Do-gooder: Um, no thanks, can you just put it out.<br />
Stoner lady: Yeah, I used to do cocaine too, but it got too messy.",1 train,
005715,The Very Spot Where They First Pitched Joey,1149487232,"Tween girl on tour #1: This hallway smells like a hospital.<br />
Tween girl on tour #2: Yeah, it reminds me of my mom's wake.<br />
Tween girl on tour #1: Yeah, mine too.","NBC Studios, 30 Rock",
005709,Maybe That Worked on Your Mormon Girlfriend,1149472832,"Skinny white guy:  I'm like, really excited for that Israel parade.  Like, I think it will be a really nice experience for me.<br />
Jewish girl:  Mmhmm.<br />
Skinny white guy:  No, I'm serious.  I love Jews.  And like, I'm not just saying it to get into your pants.",Penn Station,
005688,"Dartmouth and Swarthmore Merged, and It Wasn't Pretty",1149465632,"Teacher: He probably met her in Darfur.<br />
Teen boy: Yeah, thats it. They probably met in college.<br />
Teen girl: Are you kidding me?<br />
Teen boy: What?<br />
Teen girl: Darfur is not a college, it's a country.<br />
Teenboy: Umm, no. It's a college. <br />
Teen girl: No, it's a country in Africa.<br />
Teacher: She's right. It's a country in Africa.<br />
Teen  boy: Oh, I thought we were talking about the college Darfur.<br />
Teen girl: Right....",Poly Prep Country Day School,i know where darfur is. <br />
005708,You're Saying It's Not a Representative Sample?,1149458432,"Girl: Well, Christy works with three people who are getting sex changes.<br />
Guy: Yeah, but she works at a vegan restaurant.",Ave A & St. Mark's Place,jenny wallace<br />
005706,Time for Her to Go Back on Craigslist,1149451232,"Old lady to old guy: You're sitting on my dress!<br />
Old guy:  Oh, I'm so sorry.<br />
Old lady:  Do you enjoy sitting on women?!<br />
Old guy:  Well, it depends on how old they are.",M1 bus,
005713,"Similar, But More Expensive",1149444032,"Hipster chick #1: I wish they had a whole pizza made of crust. I would so buy it.<br />
Hipster chick #2: Me, too!<br />
Queer: You mean bread?","Pino's La Forchetta, Park Slope",
005707,So True or Complete Bullsht? You Decide,1149436832,"Asian guy: The freshman at Stuyvesant are more attractive than the sophomores this year.<br />
Asian girl: That's because they lowered the standards for them last year. And dumber people are obviously way hotter than smarter ones.","Tasty Dumplings, Chinatown",
005705,He's Been Setting Them Two Minutes Slow,1149429632,"Street vendor: Watches -- five dollars.<br />
Guy: Five dollars?  What's the catch?<br />
Street vendor becomes nervous and looks around.<br />
Street vendor: They'll never catch me!",Fulton St,elephant
005683,There's Just So Much to Do in the City,1149292832,"Guy 1: What did you do this weekend?<br />
Guy 2: Masturbate. You?",Union Square theater,
005682,A Two-Fister to the End,1149285632,"Guy: They have Bob Marley's last burrito -- just like the other place we went to.<br />
Girl: Didn't he only have one last burrito?","Burritoville, East Village",
005681,His Favorite Is The Two Towers,1149278432,"Hipster girl #1: Why would someone tell you that right after meeting you?<br />
Hipster girl #2: Honestly, why can't you just say your favorite movie is <em>The Lord of the Rings </em>instead of <em>Lord of the Rings </em>porn?","Bedford & South 2nd, Williamsburg",
005680,Top Programs for Today's Completely Passive Learners,1149271232,"Student #1: I don't think we learned anything.<br />
Student #2: Well, did you do the reading?<br />
Student #1: No.<br />
Student #2: Well, what did you expect?<br />
Student #1: I don't like to read.  I like to be taught.","Elevator, NYU School of Continuing & Professional Studies, 42nd & 5th",Josh Barro<br />
005679,101 Famous Conversation Enders,1149264032,"Woman in stall #1: ....I can't believe he said that!<br />
Woman in stall #2: I can't believe I'm taking a sht in public!","Mary Ann's West, Broadway",Sarah Glazer <br />
005677,You'd Make a Good Desk Chair,1149249632,"Syccophant: Our desk chairs suck.<br />
Amazon fashionista: I'm happy.<br />
Syccophant: And amazingly beautiful.",19th & 5th,scarfaccio<br />
005668,"When You're Standing in the Middle of a Lake, You're There",1149177632,"Tourist guy:  Excuse me, do you work here?<br />
Uniformed employee: Yes...<br />
Tourist guy:  Oh good.  Is this Central Park?<br />
Uniformed employee:  No, this is Dale and Thomas Popcorn.<br />
Tourist guy:  Oh, well the bus guide said this was it.  Where is it?<br />
Uniformed employee, pointing north:  Just walk that way.<br />
Tourist guy:  Well that's not much help, how the hell am I supposed to find it?<br />
Uniformed employee:  Oh trust me, you'll find it.<br />
Tourist guy: HOW?<br />
Uniformed employee: IT'S A BIG FCKING PARK!","Dale and Thomas Popcorn, 48th & Broadway",
005669,How Long Is the Class Period?,1149242432,"Teacher: Ok, settle down, we're going to watch this biography video.<br />
Student: It better not be about Hitler, yo!<br />
Teacher: What's wrong with Hitler?","I.S. 162, St. Nicholas & Willoughby",
005670,Why New Yorkers Are Always Going Underground,1149192032,"Little girl: What's that, mommy? <br />
She points to double-decker site-seeing tourist bus.<br />
Mom: That's what the tourists use to look at us.",46 & 8th,
005675,Early Intervention,1149235232,"Girl #1: I wish I was anorexic.<br />
Girl #2: I'm going to punch you so that your head ricochets against that door.",F train,Gena Radcliffe<br />
005674,She's Even Had a Few Pas de Trois,1149220832,"Dancer chick into cell: City Ballet? [to dancer guy]  City Ballet.<br />
Both dancers crack up.<br />
Dancer chick into cell: You would! You City Ballet whore!",67th & Columbus,
005673,It's a Really Long Story,1149213632,"Tweenie boy #1: Michael Jackson SUCKS! <br />
Tweenie boy #2: Well, did you hear his music when he was black? <br />
Tweenie boy #1: Michael Jackson was <em>black</em>?!",Central Park,nas<br />
005672,They Both Prefer Meat,1149206432,"Mother to little girl: Eat your vegetables.<br />
Little girl: I'm opposed to vegetables.<br />
Father: Hey, your brother is opposed to dating women, and apparently we're letting that one slide.","Jackson Hole, 2nd Ave",Casey girl<br />
005663,"Wednesday One-liners, Baby Chic",1149127232,"Casting person: Ok, here's the problem, they don't wan't a baby with a huge head compared to his chest, nor do they want to see gross veins all over its chest. They want the fcking Gerber baby, ok?",38th between 7th & 8th,
005663,"Wednesday One-liners, Baby Chic",1149127232,Friend to new mother with infant: All babies look <em>great </em>in black. Did you know that?,Madison & 91st,Kelly Smith
005663,"Wednesday One-liners, Baby Chic",1149127232,"Woman: Actually, now that they've started talking, the twins are much less creepy.",Central Park,
005660,Wednesday One-liners May Need a Catheter,1149112832,Black guy to his dad:  You have to help me. My cock is turning into one of those fcking curly fries.,71st & Continental,
005660,Wednesday One-liners May Need a Catheter,1149112832,"Woman: So I told him, if that's the urethra you got the wrong hole.",115th & Broadway,
005671,We'll Let You Know If We Hear Otherwise,1149199232,"Old Jewish lady #1: That's a gorgeous ring.  What is that, 5 carats?<br />
Old Jewish lady #2:  Yes.  I'm going to give it to my granddaughter when she turns 16.  Maybe 18.  As long as I know she's still a virgin.",Lincoln Center,Stephanie
005676,Child Left Behind,1149184832,"SAT prepping kid #1: What's hydrolysis?<br />SAT prepping kid #2: Dude, don't you play Grand Theft Auto? Hydrolysis is what makes the cars bump up and down.<br />SAT prepping kid #3: Um...Hydrolysis is the splitting of things in water.<br />SAT prepping kid #2: Whatever. Same thing.",2 train near Borough Hall,Everclear<br /><span>Headline by: Dave Schavone</span><br />
005667,Never Forgets a Face or a Finger,1149170432,"Old man: Oh, yes. <em>Now</em> I remember him.<br />
Medical assistant: Well I'd hope you'd remember him after he stuck his finger in your butt!","outside urology clinic, 9th & University",Aerialist
005666,Time to Diss Him from the Cover of Elle,1149163232,"Girl #1: I just don't get it! He said they were just friends... But they were always hanging out. Then all of a sudden he dumps me!!<br />
Girl #2: Girl friend, you've been Jolie'd!",C train,
005649,Wednesday One-Liners Say Goodbye to the Little White Men,1149069632,"Girl on cell: It's Fleet Week here, so I'm getting laid.",47th & Broadway,Rachel
005649,Wednesday One-Liners Say Goodbye to the Little White Men,1149069632,"Girl to sailor: Well, without your hat you're fcking ugly!",MacDougal & Bleeker,
005665,That Really Gets My Goat,1149156032,"Woman: No, I'm telling you, I'm right! He couldn't eat the Trix because he was an <em>adult</em> rabbit, and Trix were only supposed to be for kids. <br />
Man: Well, I always thought it was just because he was a rabbit and not a person.<br />
[A period of silence -- the woman looks down at her food.]<br />
Man: What's wrong?<br />
Woman: I'm just really getting tired of you always being wrong.","Michael's Restaurant,  Broadway & 34th St, Astoria",
005656,Wednesday One-liners Should Stay on the Bus,1149148832,Woman looking at statue: Did Columbus even make it to Manhattan?,Columbus Circle,
005656,Wednesday One-liners Should Stay on the Bus,1149148832,"Tourist guy: Lots of people, smells really bad... It's just like I always imagined.",Times Square,Lauren
005664,"Wednesday One-liners, Altered States",1149141632,"Queer to hippie chick: I read what you wrote, and it totally made me want to do mushrooms with you.","T Salon Emporium, 20th & Broadway",
005664,"Wednesday One-liners, Altered States",1149141632,Girl: I wish I could bleach my brain.,F train,Braincurve
